0.000000	5.000000	-12.822520	-0.022310	0.060473	0.000000	0.000000	0.000000	0.000000
0.000000	5.050000	-25.377531	0.013999	-0.005892	0.000000	0.000000	0.000000	0.000000
0.000000	5.100000	-10.318398	-0.000658	-0.085993	0.000000	0.000000	0.000000	0.000000
0.000000	5.150000	-5.060503	-0.066956	-0.142595	0.000000	0.000000	0.000000	0.000000
0.000000	5.200000	-2.320776	-0.159473	-0.145614	0.000000	0.000000	0.000000	0.000000
0.000000	5.250000	-0.931421	-0.237493	-0.088397	0.000000	0.000000	0.000000	0.000000
0.000000	5.300000	-0.560445	-0.264368	0.007273	0.000000	0.000000	0.000000	0.000000
0.000000	5.350000	-1.153670	-0.225655	0.100463	0.000000	0.000000	0.000000	0.000000
0.000000	5.400000	-2.850614	-0.136653	0.150349	0.000000	0.000000	0.000000	0.000000
0.000000	5.450000	-6.067312	-0.035230	0.135795	0.000000	0.000000	0.000000	0.000000
0.000000	5.500000	-11.524779	0.036606	0.065281	0.000000	0.000000	0.000000	0.000000
0.000000	5.550000	-13.443036	0.053101	-0.027961	0.000000	0.000000	0.000000	0.000000
0.000000	5.600000	-8.625560	0.016686	-0.103159	0.000000	0.000000	0.000000	0.000000
0.000000	5.650000	-6.081698	-0.044677	-0.132742	0.000000	0.000000	0.000000	0.000000
0.000000	5.700000	-5.557705	-0.093337	-0.115845	0.000000	0.000000	0.000000	0.000000
0.000000	5.750000	-6.815524	-0.102706	-0.077577	0.000000	0.000000	0.000000	0.000000
0.000000	5.800000	-9.901785	-0.071997	-0.054371	0.000000	0.000000	0.000000	0.000000
0.000000	5.850000	-11.171532	-0.027063	-0.073102	0.000000	0.000000	0.000000	0.000000
0.000000	5.900000	-6.391280	-0.006670	-0.134990	0.000000	0.000000	0.000000	0.000000
0.000000	5.950000	-2.280504	-0.041163	-0.213014	0.000000	0.000000	0.000000	0.000000
0.000000	6.000000	0.444032	-0.134676	-0.264588	0.000000	0.000000	0.000000	0.000000
0.000000	6.050000	2.196335	-0.260375	-0.253296	0.000000	0.000000	0.000000	0.000000
0.000000	6.100000	3.208681	-0.371709	-0.168600	0.000000	0.000000	0.000000	0.000000
0.000000	6.150000	3.572598	-0.424328	-0.033181	0.000000	0.000000	0.000000	0.000000
0.000000	6.200000	3.283599	-0.397756	0.106218	0.000000	0.000000	0.000000	0.000000
0.000000	6.250000	2.250225	-0.305787	0.200241	0.000000	0.000000	0.000000	0.000000
0.000000	6.300000	0.264767	-0.190134	0.220066	0.000000	0.000000	0.000000	0.000000
0.000000	6.350000	-3.075676	-0.100360	0.170652	0.000000	0.000000	0.000000	0.000000
0.000000	6.400000	-8.021927	-0.070066	0.087404	0.000000	0.000000	0.000000	0.000000
0.000000	6.450000	-8.761755	-0.101300	0.017929	0.000000	0.000000	0.000000	0.000000
0.000000	6.500000	-4.657878	-0.164996	-0.001861	0.000000	0.000000	0.000000	0.000000
0.000000	6.550000	-2.163934	-0.217117	0.034790	0.000000	0.000000	0.000000	0.000000
0.000000	6.600000	-1.224686	-0.222147	0.103315	0.000000	0.000000	0.000000	0.000000
0.000000	6.650000	-1.545731	-0.171847	0.161911	0.000000	0.000000	0.000000	0.000000
0.000000	6.700000	-3.154441	-0.089575	0.174545	0.000000	0.000000	0.000000	0.000000
0.000000	6.750000	-6.586808	-0.017933	0.130924	0.000000	0.000000	0.000000	0.000000
0.000000	6.800000	-14.501541	0.003973	0.052979	0.000000	0.000000	0.000000	0.000000
0.000000	6.850000	-16.714716	-0.038085	-0.015656	0.000000	0.000000	0.000000	0.000000
0.000000	6.900000	-6.823959	-0.124546	-0.031985	0.000000	0.000000	0.000000	0.000000
0.000000	6.950000	-2.491095	-0.210446	0.023541	0.000000	0.000000	0.000000	0.000000
0.000000	7.000000	-0.008495	-0.247132	0.135454	0.000000	0.000000	0.000000	0.000000
0.000000	7.050000	1.395963	-0.206485	0.259055	0.000000	0.000000	0.000000	0.000000
0.000000	7.100000	1.973025	-0.095482	0.340916	0.000000	0.000000	0.000000	0.000000
0.000000	7.150000	1.802119	0.046281	0.344038	0.000000	0.000000	0.000000	0.000000
0.000000	7.200000	0.884201	0.164955	0.265209	0.000000	0.000000	0.000000	0.000000
0.000000	7.250000	-0.822187	0.217581	0.136054	0.000000	0.000000	0.000000	0.000000
0.000000	7.300000	-3.353295	0.191605	0.007396	0.000000	0.000000	0.000000	0.000000
0.000000	7.350000	-6.558923	0.109241	-0.075109	0.000000	0.000000	0.000000	0.000000
0.000000	7.400000	-9.628940	0.014881	-0.091903	0.000000	0.000000	0.000000	0.000000
0.000000	7.450000	-11.599270	-0.047795	-0.056762	0.000000	0.000000	0.000000	0.000000
0.000000	7.500000	-13.776973	-0.057301	-0.007181	0.000000	0.000000	0.000000	0.000000
0.000000	7.550000	-19.752807	-0.023687	0.016772	0.000000	0.000000	0.000000	0.000000
0.000000	7.600000	-23.174439	0.018643	-0.005964	0.000000	0.000000	0.000000	0.000000
0.000000	7.650000	-11.725197	0.030555	-0.066448	0.000000	0.000000	0.000000	0.000000
